SID,Title,ISSN,EISSN,Coverage,Language,Type,Publisher,Code
21101038741,Finance: Theory and Practice,25875671,25877089,2017-2024,ENG; RUS,Journal,Financial University under The Government of Russian Federation,1405; 2001; 2003; 1401
21100435208,Financial Accountability and Management,2674424,14680408,1985-2024,ENG,Journal,John Wiley & Sons Inc.,2000; 1400
14733,Financial Analysts Journal,0015198X,,1996-2024,ENG,Journal,Taylor and Francis Ltd.,2002; 2003; 1402
21101163371,Financial and Credit Activity: Problems of Theory and Practice,23064994,23108770,2022-2024,ENG; RUS; UKR,Journal,Fintech Aliance LLC,1402; 1401; 2003; 2002
15556,Financial History Review,9685650,14740052,2003-2024; 1994-1999,ENG,Journal,Cambridge University Press,2003; 1202
21100890672,Financial Innovation,,21994730,2015-2024,ENG,Journal,SpringerOpen,1405; 2003
74502,Financial Management,463892,,1996-2024,ENG,Journal,Wiley-Blackwell,2002; 2003; 1402
4800152317,Financial Markets and Portfolio Management,19344554,23738529,2006-2024,ENG,Journal,Springer New York,2003; 1402
15590,"Financial Markets, Institutions and Instruments",9638008,14680416,2003-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,2000; 2003
21101215218,Financial Planning Review,,25738615,2018-2024,ENG,Journal,John Wiley and Sons Inc,2003
19900192165,Financial Review,7328516,15406288,1969-2024,ENG,Journal,Wiley-Blackwell,2002; 2003
5800228210,FinanzArchiv,152218,16140974,2006-2024; 1981,ENG,Journal,JCB Mohr,2003
28168,Finisterra,4305027,,2012-2024; 2007; 1992-2002; 1978-1990,POR,Journal,Universidade de Lisboa,1901; 3305
18189,Finite Elements in Analysis and Design,0168874X,,1985-2025,ENG,Journal,Elsevier B.V.,2604; 2200; 1704; 2603
26480,Finite Fields and their Applications,10715797,10902465,1995-2025,ENG,Journal,Academic Press Inc.,2614; 2602; 2604; 2200
21101109702,Finnish Journal of Linguistics,28144376,,2021-2023,ENG,Journal,The Linguistic Association of Finland,3301; 1203
21101020133,Fire,,25716255,2018-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),1901; 3311; 2301; 2213; 2215; 1107
20623,Fire and Materials,3080501,10991018,1991-2024; 1978-1989; 1976,ENG,Journal,John Wiley and Sons Ltd,1600; 2504; 2507; 2503; 2506
17700155709,Fire Ecology,,19339747,2009-2024,ENG,Journal,Springer Science and Business Media Deutschland GmbH,1107; 2301; 1105
28425,Fire Safety Journal,3797112,,1977-2025,ENG,Journal,Elsevier Ltd,2213; 1600; 2500; 3100; 2215
28427,Fire Technology,152684,15728099,1965-2024,,Journal,Springer Netherlands,2500; 2213
21101163300,FirePhysChem,,26671344,2022-2025,ENG,Journal,KeAi Communications Co.,1504; 2103
27906,First Break,2635046,13652397,1989-2024,ENG,Journal,EAGE Publishing BV,1908
5700183394,First Language,1427237,17402344,1986-2024; 1980-1984,ENG,Journal,SAGE Publications Ltd,3310; 3304; 1203
200147134,First Monday,,13960466,1996-2024,ENG,Journal,First Monday,3308; 1709; 1705
19900191990,First World War Studies,19475020,19475039,2010-2024,ENG,Journal,Taylor and Francis Ltd.,1202
27094,Fiscal Studies,1435671,14755890,1979-2024,ENG,Journal,Wiley-Blackwell,2002; 2003; 1402
21928,Fish and Fisheries,14672960,14672979,2001-2025,,Journal,Wiley-Blackwell Publishing Ltd,2308; 1104; 1105; 1910
15066,Fish and Shellfish Immunology,10504648,10959947,1991-2025,ENG,Journal,Academic Press,2401; 1104; 2403; 2304
21101144600,Fish and Shellfish Immunology Reports,,26670119,2020-2023,ENG,Journal,Elsevier Ltd,2403; 1104
21967,Fish Pathology,0388788X,18817335,1967-2024,ENG; JPN,Journal,Japanese Society of Fish Pathology,1103; 1104
8300153207,Fish Physiology,15465098,,2022-2024; 2019-2020; 2015-2017; 2009-2013; 2005-2007; 2001; 1994-1998; 1992; 1988; 1983-1984; 1978-1979; 1969-1971,ENG,Book Series,Elsevier Inc.,1314; 1103
21930,Fish Physiology and Biochemistry,9201742,15735168,1986-2025,ENG,Journal,Springer Science and Business Media B.V.,1314; 1303; 1104
12760,Fisheries,3632415,15488446,1976-2024,ENG,Journal,John Wiley & Sons Inc.,2309; 1104
21101095578,Fisheries and Aquatic Life,25450255,2545059X,2018-2024,ENG,Journal,Sciendo,1104
19700201332,Fisheries and Aquatic Sciences,22341749,22341757,2008-2024,ENG,Journal,Korean Society of Fisheries and Aquatic Sciences,1910; 1303; 1104; 1312
12762,Fisheries Management and Ecology,0969997X,13652400,1994-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,2303; 1104
12780,Fisheries Oceanography,10546006,13652419,1992-2025,ENG,Journal,Wiley-Blackwell Publishing Ltd,1104; 1910
12781,Fisheries Research,1657836,,1983-2025; 1981,ENG,Journal,Elsevier B.V.,1104
12786,Fisheries Science,9199268,14442906,1994-2024,ENG,Journal,Springer,1104
12802,Fishery Bulletin,900656,19374518,1988-2024; 1979-1986,ENG,Journal,US National Marine Fisheries Services,1104
21100934236,Fishes,,24103888,2016-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),1104; 2303; 1105
7200153131,Fisioterapia,2115638,15782107,2005-2024,SPA,Journal,"Ediciones Doyma, S.L.",3612
21101049549,Fisioterapia em Movimento,,19805918,2019-2024,ENG,Journal,Pontificia Universidade Catolica do Parana,2742; 2732; 3612; 3603
18077,Fitoterapia,0367326X,18736971,1972-2025; 1961; 1948-1949,ENG,Journal,Elsevier B.V.,3004; 3002
19400157311,Fixed Point Theory,15835022,20669208,2008-2024,ENG,Journal,House of the Book of Science,2605; 2604; 2603
4000149607,Fixed Point Theory and Algorithms for Sciences and Engineering,16871820,16871812,2004-2024,,Journal,SpringerOpen,2604; 2608
21101105768,Fizicna Reabilitacia ta Rekreacijno-Ozdorovci Tehnologii,25221906,25221914,2019-2024,ENG; UKR,Journal,Kharkiv State Academy of Physical Culture,3612; 3609; 2742; 2739
21100875598,Fizika Nizkikh Temperatur,1326414,18160328,1996-2025; 1987-1989,RUS,Journal,ILTPE-B. Verkin Institute for Low Temperature Physics and Engineering,3100
9500153948,"Fiziolohichnyi zhurnal (Kiev, Ukraine : 1994)",25229028,25229036,2019-2024; 1994-2016; 1960-1978,ENG; RUS; UKR,Journal,Naukova Dumka,2737; 1314
16355,Fizjoterapia Polska,16420136,20844328,2014-2024; 2005-2012; 2002-2003,ENG; POL,Journal,DJ Studio,3612
21100798653,FlatChem,,24522627,2017-2025,ENG,Journal,Elsevier B.V.,2503; 2504; 2505; 2508
25857,Flavour and Fragrance Journal,8825734,10991026,1985-2025,,Journal,John Wiley and Sons Ltd,1600; 1106
21100834771,Flebologiya,19976976,23095601,2017-2024,RUS,Journal,Media Sphera Publishing House,2701; 2746; 2720; 2705
22521,Fleischwirtschaft,0015363X,,2022; 2018; 2016; 2002-2014; 1996-1998; 1983-1989; 1973-1981,ENG,Trade Journal,Deutscher Fachverlag GmbH,1106
21100847942,Flexible and Printed Electronics,,20588585,2016-2024,ENG,Journal,Institute of Physics Publishing,2208; 2504
17600155106,Flexible Services and Manufacturing Journal,19366582,19366590,2008-2024; 2006,ENG,Journal,Springer New York,2209; 1803
85440,Flora Mediterranea,11204052,22404538,2012-2024; 1991-1994,ENG,Journal,Foundation Pro Herbario Mediterraneo,1110
21100370875,Flora Montiberica,11385952,1988799X,2014-2024,CAT; SPA,Journal,Floramontiberica.org,1110; 2303; 1105
18094,"Flora: Morphology, Distribution, Functional Ecology of Plants",3672530,,1990-2025; 1980-1988; 1975-1976,ENG,Journal,Elsevier GmbH,2303; 1105; 1110
21101185500,Florence Nightingale Journal of Nursing,,26876442,2020-2024,ENG,Journal,"Istanbul University-Cerrahpasa, Florence Nightingale Faculty of Nursing",2901
20000195005,Floresta,153826,19824688,2011-2024; 1969,ENG; POR,Journal,Universidade Federal do Parana,2309; 2303; 1107
21100211740,Floresta e Ambiente,14150980,21798087,2012-2024,ENG; POR,Journal,"Universidade Federal Rural do Rio de Janeiro, Instituto de Florestas",1107
20335,Florida Entomologist,154040,,1993-2024; 1982,ENG,Journal,Florida Entomological Society,1109; 1105
28170,Florida Geographer,7390041,,2023-2024; 2021; 1996-2018; 1983-1992,ENG,Journal,Florida State University,1904; 3305
21101210639,Florida Tax Review,10663487,24761699,2020-2023,ENG,Journal,University of Florida Press,3308; 2003; 1402
21101118115,Flow,,26334259,2021-2024,ENG,Journal,Cambridge University Press,1507; 2201; 2202; 2204
15026,Flow Measurement and Instrumentation,9555986,,1989-2025,ENG,Journal,Elsevier B.V.,3105; 2208; 1706; 2611
21322,"Flow, Turbulence and Combustion",13866184,15731987,1996-2024,ENG,Journal,Kluwer Academic Publishers,1500; 1606; 3100
29428,Fluctuation and Noise Letters,2194775,17936780,2010-2024; 2004-2008,ENG,Journal,World Scientific,3100; 2600
14371,Fluid Dynamics,154628,15738507,1966-2024,ENG,Journal,Pleiades Publishing,3100; 1507; 2210
6000195396,Fluid Dynamics and Materials Processing,1555256X,15552578,2007-2024,ENG,Journal,Tech Science Press,2500
18465,Fluid Dynamics Research,1695983,,1986-2024,,Journal,IOP Publishing Ltd.,1507; 3100; 2210
21100200443,Fluid Mechanics and its Applications,9265112,,2000-2023; 1998; 1992,ENG,Book Series,Springer Verlag,1507; 2210; 2211
26899,Fluid Phase Equilibria,3783812,,1977-2025,ENG,Journal,Elsevier B.V.,3100; 1500; 1606
21100902013,Fluids,,23115521,2016-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),1507; 2210; 3104
19900193571,Fluids and Barriers of the CNS,20458118,,2011-2024,ENG,Journal,BioMed Central Ltd,2804; 2806; 2808
5800207799,Fluminensia,3534642,,2011-2023,ENG; SCR,Journal,University of Rijeka,1208; 3310; 1203
19383,Fluoride - Quarterly Reports,154725,22534083,1973-2024,,Journal,International Society for Fluoride Research,2307; 2739; 1100; 3005; 3500; 1600; 1303
21323,Flux,11542721,,2002-2024; 1996-1998,ENG; FRE,Journal,Association Metropolis,3305
6200162323,Fly,19336934,19336942,2007-2025,ENG,Journal,Landes Bioscience,1109
7200153165,FMC Formacion Medica Continuada en Atencion Primaria,11342072,15789675,2005-2024,SPA,Journal,"Ediciones Doyma, S.L.",2905; 2715
21100199778,FME Transactions,14512092,,2008-2024,ENG,Journal,"Faculty of Mechanical Engineering, Belgrade University",2210; 2211
21100204502,Focaal,9201297,15585263,2011-2024,ENG,Journal,"Katholieke Universiteit, Instituut voor Culturele en Sociale Antropologie, University Of Nijmegen",3314
5700155920,Focus on Autism and Other Developmental Disabilities,10883576,15384829,1986-2024,ENG,Journal,SAGE Publications Inc.,2738; 2728; 2805; 2808; 2735
19200156916,Foldtani Kozlony,0015542X,,2009-2024,HUN,Journal,Hungarian Geological Society,1911; 1913; 1906; 1907
21101074774,Folia Amazonica,10185674,24101184,2019-2024,ENG; SPA,Journal,Institute of Investigations of The Peruvian Amazon - IIAP,1110; 2303; 1105; 1107
15075,Folia Biologica,155497,17349168,1965-2024; 1953-1955,ENG,Journal,Institute of Systematics and Evolution of Animals,1300
15073,Folia Biologica (Czech Republic),155500,25337602,1961-2024,ENG,Journal,Charles University in Prague,2403; 1303; 1307; 1311; 1312; 1309
19300156812,Folia Cryptogamica Estonica,14062070,17367786,2009-2024,ENG,Journal,Estonian Naturalists' Society,1110; 1105
25719,"Folia Forestalia Polonica, Series A",716677,21995907,2009-2024; 1995-2007; 1993,ENG,Journal,Wydawnictwo Naukowe PWN,2303; 1107
18544,Folia Geobotanica,12119520,18749348,1994-2024,ENG,Journal,Springer Nature,1110; 1911
21100887441,Folia Geographica,13366157,24541001,2018-2024,ENG,Journal,University of Presov,3317; 3316; 3322; 3305
110096,Folia Histochemica et Cytobiologica,2398508,18975631,1984-2024,ENG,Journal,Via Medica,2734; 2722
21100777275,Folia Horticulturae,8671761,20835965,2016-2024,ENG,Journal,De Gruyter Open Ltd.,1108
145590,Folia Linguistica,1654004,16147308,1997-2024; 1975-1995; 1973; 1967-1971,ENG,Journal,De Gruyter Mouton,1203; 3310
21100936541,Folia Linguistica et Litteraria,18008542,23370955,2019-2024,ENG,Journal,University of Montenegro,3310; 1203; 1208
21101061460,Folia Malacologica,15067629,23007125,2019-2024,ENG,Journal,Association of Polish Malacologists,2309; 1103; 2303; 1105
39363,Folia Medica,2048043,13142143,1964-2024; 1961,ENG; RUS,Journal,Medical University of Plovdiv,2700
27935,Folia Medica Cracoviensia,155616,,2011-2024; 1984-2009; 1964-1982; 1960,POL,Journal,Polska Akademia Nauk,2700
17487,Folia Microbiologica,155632,18749356,1959-2024; 1957,ENG,Journal,Springer Science and Business Media B.V.,2404
15091,Folia Morphologica,155659,16443284,1964-2024; 1961; 1952-1955,ENG,Journal,Via Medica,2702; 2722
15628,Folia Neuropathologica,16414640,1509572X,1994-2024,ENG,Journal,Termedia Publishing House Ltd.,2734; 2728
5300152610,Folia Oecologica,13365266,,2006-2024,ENG,Journal,Institute of Forest Ecology of the Slovak Academy of Sciences,1101; 2303; 1107
21101081524,Folia Oeconomica Stetinensia,17304237,18980198,2019-2024,ENG,Journal,Sciendo,1406; 1407; 2000; 1401
5800209601,Folia Onomastica Croatica,13300695,,2011-2023,SCR,Journal,Hrvatska Akademija Znanosti i Umjetnosti,3310; 1203
21879,Folia Parasitologica,155683,18036465,1971-2024,ENG,Journal,Czech Academy of Sciences,2405
21840,Folia Pharmacologica Japonica,155691,13478397,1958-2024; 1951-1956; 1947-1948; 1944,JPN,Journal,Japanese Pharmacological Society,3004
21101141653,Folia Philosophica,12310913,23539445,2019-2023,ENG; GER; POL,Journal,Wydawnictwo Uniwersytetu Slaskiego,1211
13701,Folia Phoniatrica et Logopaedica,10217762,14219972,1958-2024; 1949-1956,ENG,Journal,S. Karger AG,2912; 3616; 3310; 1203
21941,Folia Primatologica,155713,14219980,1963-2024,ENG,Journal,Brill Academic Publishers,1103; 1105
21101184587,Folia Toruniensia,16413792,26574837,2019-2024,ENG; GER; POL,Journal,Provincial Public Library - The Copernicus Library in Torun,3310; 3309
6000162994,Folk Life,4308778,1759670X,2002-2024; 1963-1995,ENG,Journal,Taylor and Francis Ltd.,1201; 3314; 3316
21100890301,Folklor/Edebiyat,13007491,27916057,2018-2024,ENG; TUR,Journal,Cyprus International University,3316; 3314; 1202
21101253663,"Fol'klor: Struktura, Tipologiia, Semiotika",26585294,,2020-2024,ENG; RUS,Journal,Russian State University for the Humanities,3316; 1208; 1201
20087,Folklore,0015587X,14698315,1890-2024,ENG,Journal,Taylor and Francis Ltd.,1202; 3314; 3316
21100202737,Folklore (Estonia),14060957,14060949,2009-2024,ENG; GER,Journal,FB and Media Group of Estonian Literary Museum,3314; 3316
21101158609,Folklorica,19200234,19200242,2019-2024,ENG,Journal,Association for Slavic East European and Eurasian Studies,3314; 1203; 3316; 1208; 1210
21100874718,Fonetica si Dialectologie,716855,,2023; 2020; 2012-2018,RUM,Journal,Editura Academiei Romane,3310; 1203
21101047719,Fonseca Journal of Communication,,21729077,2019-2024; 2015,SPA,Journal,Ediciones Universidad de Salamanca,3315; 3301; 3310
6500153237,Fontes Artis Musicae,156191,,2002-2024,ENG; FRE; GER,Journal,Music Library Association,3309; 1210
21101033194,Fontes Linguae Vasconum,0046435X,25305832,2019-2023,ENG,Journal,Principe de Viana institution-Government of Navarre,3310; 1203
21101201222,"Fonti, Letterature, Arti e Paesaggi d'Europa",27246620,27848507,2023; 2020,ENG; ITA,Book Series,Fondazione Universita Ca Foscari,1202; 1208; 1213
18500157900,Food Additives and Contaminants - Part A,19440049,19440057,2014-2023; 2008-2012,ENG,Journal,Taylor and Francis Ltd.,2307; 1106; 1600; 3005; 2739
19400157146,Food Additives and Contaminants: Part B Surveillance,19393210,19393229,2008-2024,ENG,Journal,Taylor and Francis Ltd.,2739; 3005; 1106
14500154701,Food Analytical Methods,19369751,1936976X,2008-2024,ENG,Journal,Springer,3311; 2213; 2402; 1602; 1106
15092,Food and Agricultural Immunology,9540105,14653443,2005-2024; 1989-2003,ENG,Journal,Taylor and Francis Ltd.,1102; 2403; 1106
14200154736,Food and Bioprocess Technology,19355130,19355149,2008-2024,ENG,Journal,Springer,2209; 2213; 1508; 1106
15627,Food and Bioproducts Processing,9603085,17443571,1991-2025,ENG,Journal,Institution of Chemical Engineers,1303; 1500; 1106; 1305
25096,Food and Chemical Toxicology,2786915,18736351,1982-2025,ENG,Journal,Elsevier Ltd,1106; 3005
110097,Food and Drug Law Journal,1064590X,,2021-2023; 1992-2018,ENG,Journal,Food and Drug Law Institute,3308; 2739; 3004
21100775662,Food and Energy Security,,20483694,2012-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,1102; 2105; 1106; 1107
19400158516,Food and Environmental Virology,18670334,18670342,2009-2025,ENG,Journal,Springer,1106; 2307; 2713; 2406
21101147581,Food and Feed Research,22175369,22175660,2019-2024,ENG,Journal,University of Novi Sad Institute of Food Technology in Novi Sad,2916; 1305; 1106
21101152126,Food and Fermentation Industries,0253990X,,2019-2024,CHI,Journal,China National Research Institute of Food and Fermentation Industries Co. Ltd,2402; 1106
12573,Food and Foodways,7409710,15423484,2007-2024; 2001; 1999; 1985-1994,ENG,Journal,Taylor and Francis Ltd.,3312; 3314; 3316; 3306; 1106
19700188146,Food and Function,20426496,2042650X,2010-2024,ENG,Journal,Royal Society of Chemistry,1106
21101022225,Food and History,17803187,20342101,2019-2024,ENG,Journal,Brepols Publishers,1202; 1106
21101255658,Food and Humanity,,29498244,2023-2025,ENG,Journal,Elsevier B.V.,1106
21101241603,Food and Machinery,10035788,,2020-2024,CHI; ENG,Journal,"Editorial Department of Food & Machinery, shipin yu jixie",2210; 1106
12575,Food and Nutrition Bulletin,3795721,15648265,1982-2024,ENG,Journal,SAGE Publications Inc.,1106; 3305; 2916
19700173130,Food and Nutrition Research,16546628,1654661X,2008-2024,,Journal,Swedish Nutrition Foundation,2739; 2916; 1106
21100445643,Food and Waterborne Parasitology,,24056766,2015-2024,ENG,Journal,Elsevier Inc.,2713; 1106; 2405
21101169080,Food Bioengineering,,27702081,2022-2024,ENG,Journal,John Wiley and Sons Inc,1106; 2402; 1502; 1305
4700152504,Food Biophysics,15571858,15571866,2006-2025,ENG,Journal,Springer,1502; 2402; 1602; 1304; 1106
21100255550,Food Bioscience,22124292,22124306,2013-2025,ENG,Journal,Elsevier Ltd,1106; 1303
15630,Food Biotechnology,8905436,15324249,1987-2024,,Journal,Taylor and Francis Ltd.,2402; 1106; 1305
24039,Food Chemistry,3088146,18737072,1976-2025,ENG,Journal,Elsevier Ltd,1106; 1602
21101136300,Food Chemistry Advances,,2772753X,2022-2025,ENG,Journal,Elsevier Ltd,1605; 1106
21100872741,"Food Chemistry, Function and Analysis",23980656,23980664,2017-2022,ENG,Book Series,Royal Society of Chemistry,1106; 1602
